name,country_codes,avg_estimated_travel_time,security_deposit,weekly_price,monthly_price,price,Id,
"$45ANYCCozy Room with curtain NearJ,G, and M train",US,-7.5,100,NULL,NULL,45,956,
SydneyCBD/CentralAircon/TwoStory/FamilyHome,AU,1.336805556,800,NULL,NULL,247,957,
1+1 (4 PERSON) Flat in Central İstanbul,TR,1.838541667,0,NULL,NULL,475,958,
Nice Studio in Waikiki(3306B),US,-7.5,200,NULL,NULL,90,959,
"Poipu Beach i, A/C, deck, no x fees,WIFI, plus tax",US,-7.5,0,NULL,NULL,185,960,
Great location with very friendly (Hidden by Airbnb),TR,1.838541667,NULL,NULL,NULL,105,961,
2021 Kapalua Ridge. Platinum level villa with sweeping ocean views and elegant remodeled interiors.,US,-7.5,0,NULL,NULL,312,962,
Bright Two Bedroom with Outdoor Space,US,-7.5,500,NULL,NULL,219,963,
Fantastic Single Room,US,-7.5,0,NULL,NULL,55,964,
"Bamboo Hideaway, Upstairs Aina Nalu~VALUE~Boutique",US,-7.5,0,NULL,NULL,159,965,
Kuuipo Cottage Romantic Volcano Rainforest Retreat,US,-7.5,0,NULL,NULL,148,966,
Oceanfront 1 bedroom 2 bath in the heart of Kona,US,-7.5,250,NULL,NULL,146,967,
Retreat in Chic Cozy 2BR APT - ❤️ of SYD CBD,AU,1.336805556,0,NULL,NULL,218,968,
"Cozy Stay Steps from Beach! AC, WiFi, Kitchenette Ease, TV–Waikiki Grand 604",US,-7.5,0,NULL,NULL,203,969,
Cozy designer room in Art-loving Prime Bushwick,US,-7.5,0,NULL,NULL,85,970,
Welcome to the heart of İstanbul!,TR,1.838541667,NULL,NULL,NULL,448,971,
Beautiful One Bed Best Location Minutes To ALL,US,-7.5,500,NULL,NULL,180,972,
Sunny Room at the heart of Suadiye,TR,1.838541667,NULL,NULL,4169,232,973,
The plaza suite in brooklyn. Bedstuy style,US,-7.5,1000,NULL,NULL,250,974,
"Immaculate 1Bed/1Bath Villa, in Heart of Poipu!",US,-7.5,155,NULL,NULL,145,975,
MODERN DESIGNED STUDIO APARTMENT IN TAKSIM PLACE,TR,1.838541667,NULL,NULL,NULL,127,976,
Beachhouse Kailua: Cottage with Green A/C,US,-7.5,200,NULL,NULL,98,977,
Paradise Studio on the North Shore,US,-7.5,150,NULL,NULL,119,978,
Greenwich Village Townhome with Private Garden!,US,-7.5,3000,NULL,NULL,2450,979,
Large Bedroom in Williamsburg,US,-7.5,0,NULL,NULL,65,980,
Da Grass Shack Lanai,US,-7.5,0,NULL,NULL,99,981,
1 BDRM IN WWP - CLOSE TO OLYMPIC PARK - WENT1610,AU,1.336805556,0,NULL,NULL,139,982,
Venue Hotel Old City,TR,1.838541667,0,NULL,NULL,227,983,
Direct Ocean View Corner Condo!!!,US,-7.5,500,NULL,NULL,145,984,
Ohala Place! Newly updated!  Amazing Value! CLEAN!,US,-7.5,400,NULL,NULL,65,985,
Escape to Paradise,US,-7.5,110,NULL,NULL,99,986,
Sweet room in City Center,TR,1.838541667,NULL,NULL,NULL,47,987,
Private Studio Sublet in Upper East Side,US,-7.5,NULL,NULL,NULL,120,988,
SUPERHOST- Wifi- METRO-Near Pierloti-,TR,1.838541667,0,786,2109,74,989,
"Chelsea Dream: Stunning Duplex 1,800sf Loft~6BEDS",US,-7.5,199,NULL,NULL,459,990,
Cheap Large Bedroom w/WorkDesk- 10min to JFK/Mall,US,-7.5,0,NULL,NULL,45,991,
Private Garden Unit in the Heart of Old Town,TR,1.838541667,NULL,NULL,NULL,359,992,
Boutique Hotel-Like Room in Brooklyn With A View,US,-7.5,NULL,NULL,NULL,116,993,
2BR Nova Suites in Sydney CBD,AU,1.336805556,299,NULL,NULL,235,994,
Quirky apt in great area,US,-7.5,NULL,NULL,NULL,49,995,
Basin Homes,US,-7.5,125,NULL,NULL,90,996,
Sydney CBD Unique Loft Apartment with WiFi,AU,1.336805556,300,NULL,NULL,118,997,
Hale Ma Ke Kai (Home By Da Sea),US,-7.5,200,NULL,NULL,175,998,
SUİTE ROOM 2 or 3 people WİTH TERRACE,TR,1.838541667,0,NULL,NULL,264,999,
0,AU,1.336805556,150,NULL,NULL,50,1000,
Cozy Room Near Center,CN,2.643518519,766,NULL,NULL,243,1001,
Sunshine & Rainbows 402,US,-7.5,NULL,NULL,NULL,221,1002,
The ocean view room size 12x14,US,-7.5,0,NULL,NULL,70,1003,
Bright charming studio in quiet treelined Brooklyn,US,-7.5,0,NULL,NULL,75,1004,
Entire Private Brownstone in Brooklyn,US,-7.5,NULL,NULL,NULL,150,1005,
Blissful Bronte,AU,1.336805556,NULL,NULL,NULL,119,1006,
"Princeville studio, high ceilings,bright and airy",US,-7.5,200,NULL,NULL,79,1007,
Oceanfront Condo with harbor view,US,-7.5,500,NULL,NULL,245,1008,
Cosy 2 levels Apartment near Central Station,AU,1.336805556,0,NULL,NULL,181,1009,
Boutique Bright Private Studio Close to the City,AU,1.336805556,150,NULL,NULL,135,1010,
King Bedroom with Private Bathroom and Rooftop !,US,-7.5,200,NULL,NULL,70,1011,
Sunny Chelsea 1 BR near High line has 3 beds,US,-7.5,200,NULL,3450,132,1012,
Most Beautiful Villa on Bosphorus Istanbul...,TR,1.838541667,NULL,NULL,NULL,4745,1013,
SYDNEY !RELAXED!COMFORTABLE 2 BEDROOM +2BAtH APT,AU,1.336805556,350,NULL,NULL,181,1014,
Suadiye bağdat caddesine 4. Bina,TR,1.838541667,NULL,NULL,NULL,301,1015,
Big and sunny Narraben room,AU,1.336805556,NULL,NULL,NULL,60,1016,
Top Floor Penthouse Unit with Giant Views!!!,US,-7.5,250,NULL,NULL,280,1017,
İstanbul Atakent,TR,1.838541667,NULL,NULL,NULL,74,1018,
luxury room  with toilet  for couples Or woman.bus,AU,1.336805556,NULL,NULL,NULL,45,1019,
"Beautiful North Shore Oahu,3 Beds!",US,-7.5,200,1183,4000,169,1020,
♕ Downtown Manhattan I Private Bedroom♕,US,-7.5,NULL,NULL,NULL,90,1021,
Sydney CBD one Bedroom Resort Style Apt (我們會說中文),AU,1.336805556,400,NULL,NULL,151,1022,
ENDLESS SUITES TAKSIM,TR,1.838541667,NULL,NULL,NULL,258,1023,
Merkez'de Ferah BAHÇELİ DAİRE ! Sporsalonu/ 1+1,TR,1.838541667,NULL,NULL,NULL,121,1024,
Luxury Suite in Sultanahmet #3,TR,1.838541667,596,NULL,NULL,121,1025,
"Large Studio Apartment, 15-20mins from downtown",US,-7.5,150,NULL,NULL,125,1026,
UNIQUE GARDEN FLAT – DEE WHY BEACH,AU,1.336805556,0,NULL,NULL,118,1027,
Winter Escape in Morningside Heights,US,-7.5,0,NULL,NULL,59,1028,
Absolute harborfront 2-bed luxury heaven MAR SALE!,AU,1.336805556,0,NULL,NULL,296,1029,
"Kihei Akahi C-607 - 1 Bedroom, Top Floor, Ocean Views, 2 pools, Tennis - Condo",US,-7.5,NULL,NULL,NULL,119,1030,
Feel at home.. in a cosy and warm,TR,1.838541667,NULL,667,2382,74,1031,
｡Townhouse,AU,1.336805556,NULL,NULL,NULL,75,1032,
Perfect location to reach allaround,TR,1.838541667,0,NULL,NULL,63,1033,
Kihei Condo Steps to Beach w/ Pool & New AC!,US,-7.5,0,NULL,NULL,405,1034,
Riverview at Lovely Harlem/UWS Home,US,-7.5,0,613,2073,93,1035,
Stylish executive studio in inner Sydney,AU,1.336805556,250,NULL,NULL,171,1036,
Sunny Apartment in Surry Hills- great location!,AU,1.336805556,0,NULL,NULL,60,1037,
"Aina Nalu Pumehana, in Old Lahaina",US,-7.5,200,NULL,NULL,204,1038,
Awesome Oasis! 3 stops Away from Manhattan!!!,US,-7.5,200,NULL,NULL,50,1039,
Columbus Circle Studio,US,-7.5,NULL,NULL,NULL,230,1040,
Close to park and sea: Light and airy family apt,AU,1.336805556,500,NULL,NULL,181,1041,
#5 ECONOMIC 5 PAX FLAT,TR,1.838541667,0,NULL,NULL,127,1042,
"FANTASTIC APARTMENTS, LUX RESIDENCE",TR,1.838541667,NULL,NULL,NULL,348,1043,
PROS - Family Heaven in the Heart of Manly,AU,1.336805556,3000,NULL,NULL,499,1044,
Newly renovated house,US,-7.5,500,NULL,3000,125,1045,
"Gorgeous Garden Retreat in trendy, quaint Kaimuki",US,-7.5,2500,NULL,NULL,290,1046,
Ultra Comfy Flat & Perfect Location,TR,1.838541667,NULL,NULL,NULL,195,1047,
Mr Collins master bedroom,AU,1.336805556,NULL,NULL,NULL,107,1048,
Quiet Terrace on the City Fringe,AU,1.336805556,0,NULL,NULL,145,1049,
The best Williamsburg has to offer!,US,-7.5,NULL,NULL,NULL,320,1050,
Close to Ortakoy Square and Public Transportation,TR,1.838541667,NULL,NULL,NULL,47,1051,
"Sleeps 4, One Block from Waikiki Beach",US,-7.5,100,NULL,NULL,89,1052,
"$29 per night, near city,free wifi, own room,WOW!!",AU,1.336805556,NULL,NULL,NULL,45,1053,
2 Bedroom 'In Law' style home,AU,1.336805556,135,NULL,NULL,171,1054,
Spacious Room close to the Station and Sydney CBD,AU,1.336805556,NULL,NULL,NULL,100,1055,
Paradise Waits,US,-7.5,0,NULL,NULL,175,1056,
East Village Studio,US,-7.5,NULL,1200,4200,190,1057,
Hawaii Tiny House (Red),US,-7.5,300,700,2500,130,1058,
Bondi beach at your doorstep.,AU,1.336805556,NULL,NULL,NULL,139,1059,
Double Room In Shared Designer Apartment,AU,1.336805556,NULL,NULL,NULL,90,1060,
Sand Sun Surf w Parking. City 9km,AU,1.336805556,300,NULL,NULL,340,1061,
The deck house @ Clareville Beach,AU,1.336805556,1000,NULL,NULL,849,1062,
cosy home over golden Horn waters,TR,1.838541667,0,NULL,NULL,633,1063,
"Elegant, comfortable and clean private studio舒适的保证",US,-7.5,100,NULL,NULL,97,1064,
BONDI BEACH HIDE AWAY ❤️,AU,1.336805556,200,NULL,NULL,139,1065,
Vintage plantation house,US,-7.5,NULL,NULL,NULL,125,1066,
城堡山民宿2,AU,1.336805556,131,NULL,NULL,33,1067,
"Luxury Living! Sleeps 8, 2 Car Spots, Close to CBD",AU,1.336805556,500,NULL,NULL,250,1068,
Boutique Room in Taksim 5 Free wi_fi,TR,1.838541667,0,NULL,NULL,158,1069,
Comfortable & Bright Studio in the East Village,US,-7.5,200,NULL,NULL,180,1070,
A Bright Brooklyn Apartment With A Private Balcony,US,-7.5,NULL,NULL,NULL,98,1071,
Heart of Lahaina ~ Beautiful Aina Nalu C14 -,US,-7.5,NULL,NULL,NULL,259,1072,
OVERLOOKING BEACH 2 BED WIFI PARKING,AU,1.336805556,0,NULL,NULL,343,1073,
Centrally located room in Besiktas,TR,1.838541667,NULL,NULL,NULL,58,1074,
BEAUTIFUL*Partial Ocean View by TOP Swimming Beach,US,-7.5,0,NULL,NULL,308,1075,
Modern Kailua Getaway with Private Access to Beach,US,-7.5,300,NULL,NULL,270,1076,
Greatly located two people bedroom in mosman,AU,1.336805556,0,NULL,NULL,87,1077,
Curl Curl Getaway | Pool & Spacious 4 BR House,AU,1.336805556,1000,NULL,NULL,1100,1078,
@@@ Luxury queen room with private bathroom @Jess',AU,1.336805556,200,NULL,NULL,60,1079,
Fully furnished 2 bedroom apartment waterloo,AU,1.336805556,200,NULL,NULL,119,1080,
Taksim& 25% discount per week& Cosy Room,TR,1.838541667,NULL,NULL,NULL,121,1081,
Nef04 de bir oda,TR,1.838541667,NULL,NULL,NULL,105,1082,
★BABU HOUSE★ Nova Suite Sleeps 4 ★Taksim★,TR,1.838541667,0,NULL,NULL,211,1083,
Architecturally designed studio,AU,1.336805556,0,NULL,NULL,139,1084,
Prime location: abundant stores & transportation!,US,-7.5,400,NULL,NULL,160,1085,
North Bondi Queen Bedroom Minutes From Bondi Beach,AU,1.336805556,NULL,NULL,NULL,100,1086,
Well Located Private Stylish Double Room,AU,1.336805556,300,NULL,NULL,70,1087,
5star apt walk to Chatswood close to Sydney City,AU,1.336805556,500,NULL,NULL,161,1088,
Good location Four Triple room One Quadruple room,TR,1.838541667,NULL,NULL,NULL,264,1089,
Sunny and Spacious Bedroom w/ Private Bathroom,US,-7.5,100,NULL,NULL,65,1090,
Short time rent,AU,1.336805556,NULL,NULL,NULL,60,1091,
"Unit 5, 65A Fitzroy St, Surry Hills",AU,1.336805556,350,NULL,NULL,119,1092,
Mid Century Modern Guesthouse with Pool and Views!,US,-7.5,0,NULL,NULL,89,1093,
zan house,TR,1.838541667,NULL,NULL,NULL,47,1094,
North Curl Curl Home with a View,AU,1.336805556,0,NULL,NULL,95,1095,
LUXICO - Vaucluse Manor,AU,1.336805556,2500,NULL,NULL,1321,1096,
"Private Room w/ Lock - Close to Airport,City,Train",AU,1.336805556,135,NULL,NULL,60,1097,
Big Bright Room in a Historic Surry Hills Pub,AU,1.336805556,NULL,NULL,NULL,40,1098,
"MANHATTAN, HELL'S KITCHEN, CLEAN, COMFY, 6 GUESTS",US,-7.5,0,NULL,NULL,177,1099,
Camp Cove Tropical Retreat at Watsons Bay,AU,1.336805556,250,NULL,NULL,230,1100,
Beautiful Bondi Beachside Home,AU,1.336805556,1000,NULL,NULL,179,1101,
Cozy Room and Friendly Host,TR,1.838541667,0,NULL,NULL,95,1102,
Bondi Beach Large Studio with Ocean Views,AU,1.336805556,500,NULL,NULL,189,1103,
"Cozy home at Futian,1min2Metro,near customs to HK",CN,2.643518519,773,NULL,NULL,385,1104,
Great Location! One Bedroom Apt. in LES,US,-7.5,NULL,NULL,NULL,105,1105,
Modern Studio in Midtown East,US,-7.5,NULL,NULL,NULL,140,1106,
"Tree Fern Garden Appt, Private, Peaceful, Roomy",AU,1.336805556,0,NULL,NULL,101,1107,
Newly Reno’d Chic Quiet Exec 1BR,US,-7.5,350,999,3108,146,1108,
"CENTRAL PARK, NYC APT",US,-7.5,100,NULL,NULL,149,1109,
Large 4 Bed house near Blue Mountains and Sydney,AU,1.336805556,NULL,NULL,NULL,95,1110,
MACON MEMORIES..** WINTER SPECIAL***,US,-7.5,500,NULL,NULL,150,1111,
Coastal renovated family home in Vaucluse,AU,1.336805556,1000,NULL,NULL,800,1112,
Bungan Beach House,AU,1.336805556,10000,NULL,NULL,2356,1113,
Exquisitely Elegant Sydney Apartment,AU,1.336805556,350,NULL,NULL,210,1114,
Sanat Hotel Pera  Boutique Hotel,TR,1.838541667,NULL,NULL,NULL,501,1115,
Harlem Oasis,US,-7.5,250,NULL,NULL,95,1116,
Spacious Studio with Private Roof,US,-7.5,0,NULL,NULL,109,1117,
Delightful Downtown with View★Parking★Jacuzzi★Pool,US,-7.5,0,NULL,NULL,179,1118,
Darling Point,AU,1.336805556,300,NULL,NULL,200,1119,
Comfy & quiet 1 BR - East Williamsburg,US,-7.5,0,NULL,NULL,90,1120,
Entire Sunny Brooklyn Apt for Art & Cat-Lovers!,US,-7.5,100,NULL,NULL,130,1121,
Comfortable Room,US,-7.5,NULL,NULL,NULL,145,1122,
"Entertainers Delight, Heart of Crows Nest ALEX2",AU,1.336805556,1350,NULL,NULL,200,1123,
Incredibly cozy room close to Manhatan,US,-7.5,0,NULL,NULL,42,1124,
5 ★★★★★ Gorgeous suite only 1 block from subway!,US,-7.5,150,NULL,NULL,200,1125,
"Cozy flat in Bondi beach, 3 min walking to beach",AU,1.336805556,NULL,NULL,NULL,300,1126,
Private bedroom in family home,AU,1.336805556,NULL,NULL,NULL,70,1127,
Spacious Apartment in Historic Harlem!,US,-7.5,100,NULL,NULL,67,1128,
Bright Beach side 1 Bedroom Apartment,AU,1.336805556,NULL,NULL,NULL,129,1129,
Tranquil beach home with pool & ocean glimpses,AU,1.336805556,1000,NULL,NULL,600,1130,
Bright & spacious 1BR apartment with ocean views!,AU,1.336805556,0,NULL,NULL,119,1131,
Waterfront Apartment Maroubra Beach,AU,1.336805556,NULL,NULL,NULL,109,1132,
Luxury 3 Bedroom Apartment in Prime location,AU,1.336805556,NULL,NULL,NULL,500,1133,
Private room in stylish loft in Surry Hills,AU,1.336805556,0,NULL,NULL,75,1134,
Manly Haven- Best Location with carpark,AU,1.336805556,200,NULL,NULL,220,1135,
Cozy house in the heart of Surry Hills,AU,1.336805556,NULL,NULL,NULL,80,1136,
Small sunroom. Sydney Harbour at your doorstep,AU,1.336805556,0,NULL,NULL,53,1137,
Luxurious One Bedroom Apartment in Kings Cross,AU,1.336805556,NULL,NULL,NULL,200,1138,
Water-view 5-star living,AU,1.336805556,130,NULL,NULL,70,1139,
Large Private Studio w/Full Kitchen,US,-7.5,0,NULL,NULL,135,1140,
Little Manly retreat,AU,1.336805556,500,NULL,NULL,151,1141,
Studio32 - Brand New & Self Contained,AU,1.336805556,0,NULL,NULL,109,1142,
Artist Studio,AU,1.336805556,0,NULL,NULL,97,1143,
One Bed available in Bondi for Chrismas!!!,AU,1.336805556,NULL,NULL,NULL,70,1144,
Single room with private balcony close to CBD,AU,1.336805556,NULL,NULL,NULL,50,1145,
Scandinavian Styled 1BR Flat with Natural Light.,AU,1.336805556,0,NULL,NULL,70,1146,
Double Bay Apartment with Stunning Harbour Views,AU,1.336805556,0,NULL,NULL,156,1147,
Lovely room in a charming Surry Hills terrasse,AU,1.336805556,NULL,NULL,NULL,63,1148,
Waterside appartments in Rhodes,AU,1.336805556,NULL,NULL,NULL,142,1149,
Take a Coastal Walk from a Stylish Flat,AU,1.336805556,500,NULL,NULL,419,1150,
Private centrally located self contained apartment,AU,1.336805556,300,NULL,NULL,151,1151,
Experience the Sydneysider lifestyle!,AU,1.336805556,200,NULL,NULL,63,1152,
Suitable place for ERASMUS students (Mecidiyeköy),TR,1.838541667,NULL,NULL,NULL,53,1153,
Modern and Comfortable one bedroom apartment zmv,AU,1.336805556,200,NULL,NULL,119,1154,
Private Room with perfect location in Bostanci,TR,1.838541667,0,NULL,NULL,63,1155,
Luxury Sydney Escape,AU,1.336805556,500,NULL,NULL,100,1156,
Light-filled room in Newtown beautiful terrace,AU,1.336805556,NULL,NULL,NULL,33,1157,
Palm Beach Penthouse by Contemporary Hotels,AU,1.336805556,2000,NULL,NULL,850,1158,
The Geraniums,AU,1.336805556,0,NULL,NULL,65,1159,
Sydney City Pad,AU,1.336805556,0,NULL,NULL,178,1160,
"Oceanfront View, Immaculate 2-BR/BA",US,-7.5,500,NULL,NULL,320,1161,
Luxury Waterloo Apartment - Resort Style Living,AU,1.336805556,1000,NULL,NULL,125,1162,
Classic Inner City Hideaway,AU,1.336805556,NULL,NULL,NULL,161,1163,
Lovely Apartment,US,-7.5,NULL,NULL,NULL,150,1164,
QUick NYE spotover,AU,1.336805556,400,NULL,NULL,48,1165,
"Work n Rest Free wifi Quiet, Family Fun Shops Cafe",AU,1.336805556,500,NULL,NULL,119,1166,
The Blue Room,US,-7.5,300,NULL,NULL,48,1167,
Top location + Great Sydney Views 3 Beds Apartment,AU,1.336805556,450,NULL,NULL,350,1168,
Ocean Condo @ Kuhio Shores #403,US,-7.5,250,NULL,NULL,250,1169,
"Drummoyne oasis, close to the bay",AU,1.336805556,150,NULL,NULL,181,1170,
Fantastic Soho/Tribeca Loft,US,-7.5,2500,1750,6250,250,1171,
40 mins bus to city.close to big shopping mall.,AU,1.336805556,NULL,NULL,NULL,30,1172,
Fantastic Light Filled Room in Newtown,AU,1.336805556,0,NULL,NULL,60,1173,
New Studio in Heart of Chelsea,US,-7.5,NULL,NULL,NULL,221,1174,
sıcak yuva,TR,1.838541667,NULL,NULL,NULL,47,1175,
WTH2404 Spectacular Ocean View close Waikiki Beach,US,-7.5,300,NULL,NULL,159,1176,
Enjoy the true Aloha Spirit...,US,-7.5,150,NULL,NULL,120,1177,
"Stylish Room, Cosy Flat, Central Location",TR,1.838541667,0,NULL,NULL,348,1178,
Teknik Yapı Concord Rezidance,TR,1.838541667,NULL,NULL,NULL,105,1179,
Makaha Studio w/Mtn & Ocean Views - 1 Mi to Beach!,US,-7.5,0,NULL,NULL,72,1180,
Beachfront Getaway,AU,1.336805556,0,NULL,NULL,399,1181,
Stunning 1BR Brooklyn Loft,US,-7.5,1000,NULL,3000,149,1182,
Welcome to He'epali Hale - He'epali Hale,US,-7.5,250,NULL,NULL,114,1183,
Peaceful Home,TR,1.838541667,NULL,NULL,NULL,132,1184,
1400 square foot Kona Retreat,US,-7.5,0,NULL,NULL,90,1185,
Delightful Canterbury Home,AU,1.336805556,0,NULL,NULL,51,1186,
Dormitory Room in Single Bed (Mixed),TR,1.838541667,NULL,NULL,NULL,58,1187,
Artists home in Paddington: Re-listed!,AU,1.336805556,0,600,2600,85,1188,
Tortoise and bird refuge at beach!#2,US,-7.5,500,750,2800,86,1189,
Taksim Square City Center !!!,TR,1.838541667,NULL,NULL,NULL,74,1190,
kurtköy,TR,1.838541667,NULL,NULL,NULL,42,1191,
Waikiki Marina,US,-7.5,150,NULL,NULL,90,1192,
Nice bedroom,TR,1.838541667,NULL,NULL,NULL,90,1193,
Kepuhi Beach 1153,US,-7.5,0,NULL,NULL,128,1194,
Dream garden studio flat at Rumelihisarı,TR,1.838541667,2000,NULL,NULL,121,1195,
"Serene & Artsy, 1/2 acre, Oceanfront Home, Bikes!",US,-7.5,500,NULL,NULL,315,1196,
"Maui, Kaanapali, Whaler, Ocean/Mountain View",US,-7.5,0,NULL,NULL,220,1197,
Working Fireplace in TriBeCa loft,US,-7.5,NULL,600,1800,70,1198,
★ Mar/Apr Discount ★ Beachfront/Remodeled 2017/18.,US,-7.5,500,NULL,NULL,632,1199,
Apt with EmpireState view-Subway around the corner,US,-7.5,120,575,1900,80,1200,
Family friendly vacation home near sandy beaches,US,-7.5,1000,NULL,NULL,460,1201,
Super Cute Chelsea One Bedroom,US,-7.5,250,NULL,NULL,150,1202,
Cozy private room C,AU,1.336805556,150,NULL,NULL,38,1203,
Spacious Studio on West 72nd,US,-7.5,NULL,NULL,NULL,200,1204,
Volcano Dancing Ferns Estate - Minutes from Hawaii Volcanoes National Park! - Volcano Dancing Ferns Estate,US,-7.5,250,NULL,NULL,240,1205,
Water View 2 Bedroom Apartment,AU,1.336805556,500,NULL,NULL,259,1206,
THE ELYSIUM TAKSIM SUITE,TR,1.838541667,0,NULL,NULL,422,1207,
House,TR,1.838541667,NULL,NULL,NULL,79,1208,
舒适小屋,AU,1.336805556,NULL,NULL,NULL,40,1209,
Private Room with own bathroom,AU,1.336805556,NULL,NULL,NULL,37,1210,
Quintessential Beachside Apartment,AU,1.336805556,500,NULL,NULL,190,1211,
Dualist 1,TR,1.838541667,NULL,NULL,NULL,295,1212,
Beautiful bay view Apartment.,AU,1.336805556,0,NULL,NULL,65,1213,
❤️ 6-BR APARTMENT w Kitchen + 2 Rooms!,TR,1.838541667,0,NULL,NULL,2974,1214,
Cosy Cottage blue,AU,1.336805556,500,NULL,NULL,41,1215,
Nearly everwhere,TR,1.838541667,NULL,NULL,NULL,148,1216,
Viva Deluxe Hotel,TR,1.838541667,NULL,NULL,NULL,269,1217,
"Authentic one bedroom apartment , popular location",TR,1.838541667,NULL,NULL,NULL,322,1218,
Strathfield Private Hotel,AU,1.336805556,NULL,NULL,NULL,100,1219,
Luxury Beach side Accommodation with pool,AU,1.336805556,180,NULL,NULL,200,1220,
Hawaiian Escape,US,-7.5,200,NULL,NULL,100,1221,
Sydney City Elegance & Pool.,AU,1.336805556,300,NULL,NULL,148,1222,
Bright and Spacious apartment,AU,1.336805556,500,NULL,NULL,166,1223,
Minutes to Sunset Beach- Clean and Spacious,US,-7.5,200,NULL,NULL,151,1224,
Cozy Double Room Flat in Taksim 2,TR,1.838541667,0,NULL,5956,148,1225,
Lovely house with all services around,TR,1.838541667,527,NULL,NULL,316,1226,
Surry Hills Gem - Private Bathroom & Bedroom,AU,1.336805556,250,NULL,NULL,70,1227,
Near UNSW kingsford borrodale rd single room,AU,1.336805556,0,NULL,NULL,70,1228,
Surfers Farm Shack,US,-7.5,NULL,NULL,NULL,85,1229,
"Modern 5 bed family home, only minutes to Manly",AU,1.336805556,1500,NULL,NULL,425,1230,
Felix’s Home,AU,1.336805556,250,NULL,NULL,100,1231,
"Hamam in the Apartment,2 minutes to Taksim Square3",TR,1.838541667,0,NULL,NULL,264,1232,
Cosy Private Room in Center,TR,1.838541667,0,NULL,NULL,63,1233,
White Appealing furniture and large room with,AU,1.336805556,NULL,NULL,NULL,65,1234,
Brand New One Master Bedroom Epping 全新一主人套房Epping,AU,1.336805556,NULL,NULL,NULL,57,1235,
Cosy room with stunning views,AU,1.336805556,0,NULL,NULL,50,1236,
affordable living,AU,1.336805556,NULL,NULL,NULL,16,1237,
2 level Modern Loft in CBD -B3,AU,1.336805556,300,NULL,NULL,161,1238,
